Symbol,Name,Industry,Sector,Market Cap,P/E ttm,Price/Book,ROA%,ROE%,Debt/Equity,Price/Cash Flow,Ent Value,EBITDA(a),EBIT(a),Shares Out,Net Income(a),Beta,% Insider,% Institutional,Sales(a),Float,% Float,Price/Sales,Earnings Date,Latest Earnings
TLRY,Tilray Brands Inc,Medical Products,Medical,692973000,0,0.26,-6.02%,-7.40%,0.06,N/A,638823000,-626910000,-768280000,1006496000,-244980000,1.82,0.60%,9.35%,N/L,N/L,N/L,N/L,N/L,2025-07-28
TLSA,Tiziana Life Sciences Ltd,Medical - Biomedical,Medical,217337000,0,46.59,0.00%,0.00%,0,N/A,213617000,-15670000,0,116848000,-11860000,-0.05,39.82%,0.00%,N/L,N/L,N/L,N/L,N/L,2025-08-05
TLYS,Tilly's Inc,Retail - Apparel & Shoes,Retail-Wholesale,53972000,0,0.75,-13.06%,-46.32%,0,N/A,32912000,-38980000,-51750000,30152000,-46230000,1.39,2.83%,76.38%,N/L,N/L,N/L,N/L,N/L,2025-09-04
TM,Toyota Motor Corp Ltd Ord ADR,Auto - Foreign,Auto-Tires-Trucks,253974640000,8.47,1.06,5.11%,13.01%,1.05,5.6,450723776000,46509020000,8374150000,1347417000,31449560000,0.61,N/A,1.48%,N/L,N/L,N/L,N/L,N/L,2025-08-07
TMC,Tmc The Metals Company,Mining - Misc,Basic Materials,2821429000,0,N/A,-124.02%,0.00%,-0.6,N/A,2829729000,-74270000,-74630000,362186000,-81940000,1.57,28.50%,4.39%,N/L,N/L,N/L,N/L,N/L,2025-08-13
TMDX,Transmedics Group Inc,Medical Instruments,Medical,3657051000,78.52,13.56,6.15%,21.88%,0.22,64.900002,3379771000,72270000,52510000,33824000,35460000,2.06,7.00%,99.67%,N/L,N/L,N/L,N/L,N/L,2025-07-30
TME,Tencent Music Entertainment ADR,Media Conglomerates,Consumer Discretionary,36552440000,31.69,3.52,8.40%,10.95%,0.05,32.84,35216668000,682040000,546000000,1716077000,924180000,0.55,N/A,24.32%,N/L,N/L,N/L,N/L,N/L,2025-08-12
TMO,Thermo Fisher Scientific Inc,Medical Instruments,Medical,180562912000,21.7,3.55,8.38%,16.82%,0.64,15.82,205734912000,10501000000,7393000000,377494000,6335000000,0.77,0.33%,89.23%,N/L,N/L,N/L,N/L,N/L,2025-07-23
TMUS,T-Mobile US,Wireless National,Utilities,274095776000,23.35,4.56,5.78%,19.69%,1.33,11.65,346547776000,44477000000,31558000000,1125419000,11339000000,0.62,0.37%,42.49%,N/L,N/L,N/L,N/L,N/L,2025-07-23
TNDM,Tandem Diabetes Care,Medical Instruments,Medical,1058385000,0,6.62,-13.48%,-57.33%,0,N/A,989155000,-161940000,-178320000,66607000,-96030000,1.48,1.90%,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-06
TNET,Trinet Group Inc,Outsourcing,Business Services,3331303000,15.39,50.490002,5.60%,237.87%,15.6,9.27,2541303000,417000000,287000000,48399000,173000000,0.84,38.10%,96.81%,N/L,N/L,N/L,N/L,N/L,2025-07-25
TNK,Teekay Tankers Ltd,Transportation - Ship,Transportation,1515031000,5.89,0.84,13.56%,15.05%,0,3.43,999471000,502400000,408820000,34300000,403670000,-0.04,1.90%,52.67%,N/L,N/L,N/L,N/L,N/L,2025-08-07
TNL,Travel + Leisure Co.,Leisure & Recreation Services,Consumer Discretionary,4101645000,10.2,N/A,6.15%,-47.47%,-6.27,8.1,9363645000,971000000,856000000,64920000,411000000,1.38,3.75%,87.54%,N/L,N/L,N/L,N/L,N/L,2025-07-23
TOL,Toll Brothers Inc,Building - Residential & Comm,Construction,12080189000,9.1,1.51,10.12%,17.87%,0.33,8.1,13460069000,1858250000,1777050000,98181000,1571200000,1.36,1.54%,91.76%,N/L,N/L,N/L,N/L,N/L,2025-08-19
TOST,Toast Inc Cl A,Internet - Software,Computers and Technology,24252600000,200.29,14.29,6.97%,11.01%,0,154.020004,23371600000,243000000,115000000,498000000,19000000,2,13.32%,82.91%,N/L,N/L,N/L,N/L,N/L,2025-08-05
TPB,Turning Point Brands,Tobacco,Consumer Staples,1401469000,27.66,6.81,9.78%,27.70%,1.44,24.91,1603909000,92840000,84750000,17901000,39810000,0.75,6.60%,96.12%,N/L,N/L,N/L,N/L,N/L,2025-08-06
TPC,Tutor Perini Corp,Building - Heavy Construction,Construction,2525000000,0,2.14,-3.28%,-11.64%,0.34,N/A,2594950000,-33440000,-87230000,52703000,-163720000,1.79,17.30%,65.01%,N/L,N/L,N/L,N/L,N/L,2025-08-07
TPG,Tpg Inc Cl A,Finance - Investment Mgmt,Finance,21746350000,28.22,6.08,7.95%,24.47%,0.42,21.6,22207140000,290300000,154910000,372369000,23480000,1.55,69.98%,94.03%,N/L,N/L,N/L,N/L,N/L,2025-08-06
TPH,Tri Pointe Homes Inc,Building - Residential & Comm,Construction,2864265000,7.89,0.87,7.75%,11.33%,0.28,5.68,2811715000,602990000,538460000,90670000,458030000,1.25,2.70%,97.01%,N/L,N/L,N/L,N/L,N/L,2025-07-24
TPL,Texas Pacific Land Trust,Other Alt Energy,Oils-Energy,22510930000,48.5,18.469999,36.15%,40.04%,0,46.490002,22141090000,611590000,586430000,22987000,453960000,1.08,6.50%,59.94%,N/L,N/L,N/L,N/L,N/L,2025-08-06
TPR,Tapestry Inc,Retail - Apparel & Shoes,Retail-Wholesale,22501136000,21.82,15.08,10.83%,51.84%,1.81,20.27,23599736000,1462500000,1233500000,207690000,816000000,1.47,1.18%,90.77%,N/L,N/L,N/L,N/L,N/L,2025-08-14
TPVG,Triplepoint Venture Growth Bdc,Finance - SBIC & Commercial,Finance,288873000,5.65,0.83,6.53%,14.12%,0.01,5.55,215143000,47010000,49770000,40233000,32050000,1.46,1.46%,12.77%,N/L,N/L,N/L,N/L,N/L,2025-08-06
TREE,Lendingtree Inc,Finance - Mortgage & Rel Svs,Finance,664027000,41.6,6.57,2.13%,14.76%,4.76,15.61,1026487000,80670000,53980000,13535000,-41700000,1.61,23.10%,68.26%,N/L,N/L,N/L,N/L,N/L,2025-07-31
TREX,Trex Company,Building Products - Wood,Construction,7343976000,36.47,7.99,14.66%,22.78%,0.49,25.860001,7545286000,322980000,268310000,107227000,226390000,1.5,0.71%,95.96%,N/L,N/L,N/L,N/L,N/L,2025-08-04
TRGP,Targa Resources,Oil Refining & Marketing MLP,Oils-Energy,35923944000,30.5,14.01,5.43%,30.48%,6.3,13.3,49941244000,5487200000,4049400000,216932000,1279100000,1.07,1.34%,92.13%,N/L,N/L,N/L,N/L,N/L,2025-08-07
TRI,Thomson Reuters Corp,Business Services,Business Services,91664800000,54.38,7.53,9.25%,14.26%,0.23,36.66,92516800000,3779000000,2957000000,450552000,2210000000,0.76,N/A,17.31%,N/L,N/L,N/L,N/L,N/L,2025-08-06
TRIN,Trinity Capital Inc,Finance - SBIC & Commercial,Finance,974291000,7.12,1.17,7.16%,15.91%,0.47,7.3,1077661000,130240000,124840000,64651000,115600000,0.53,5.31%,24.62%,N/L,N/L,N/L,N/L,N/L,2025-08-06
TRIP,Tripadvisor Inc,Internet Commerce,Retail-Wholesale,2527001000,29.83,3.95,3.34%,10.68%,1.83,15.03,2299001000,856000000,771000000,141807000,5000000,1.28,3.10%,98.99%,N/L,N/L,N/L,N/L,N/L,2025-08-07
TRMB,Trimble Navigation,Machinery - General Industrial,Industrial Products,20337156000,37.25,3.71,5.91%,9.87%,0.26,26.6,20988956000,785600000,553600000,238587000,1504400000,1.67,0.54%,93.21%,N/L,N/L,N/L,N/L,N/L,2025-08-06
TRON,Tron Inc,Finance - Misc Services,Finance,171206000,0,30.25,-61.80%,-78.96%,0.05,N/A,170356000,-3150000,-3270000,17834000,-4340000,14.29,35.26%,28.03%,N/L,N/L,N/L,N/L,N/L,2025-08-11
TROW,T Rowe Price Group,Finance - Investment Mgmt,Finance,23558390000,11.72,2.26,15.48%,20.17%,0,9.04,21852590000,2847200000,2343000000,220316000,2100100000,1.49,2.00%,73.39%,N/L,N/L,N/L,N/L,N/L,2025-08-01
TROX,Tronox Inc,Chemical - Diversified,Basic Materials,922249000,0,0.52,-0.48%,-1.57%,1.74,3.14,3629249000,412000000,117000000,158462000,-48000000,1.37,1.70%,73.36%,N/L,N/L,N/L,N/L,N/L,2025-07-30
TRU,Transunion,Business Information,Business Services,19357822000,27.19,4.27,6.49%,16.31%,1.13,15.81,23754922000,1844400000,1306600000,195100000,284300000,1.63,0.22%,N/A,N/L,N/L,N/L,N/L,N/L,2025-07-24
TRUP,Trupanion Inc,Insurance - Accident & Health,Finance,2131071000,0,6.29,-0.52%,-1.33%,0.39,171.089996,2099661000,39470000,17700000,42784000,-9630000,1.82,5.42%,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-07
TRV,The Travelers Companies Inc,Insurance - Proprty & Casualty,Finance,58771232000,11.49,2,3.90%,18.68%,0.27,4.68,66105232000,14585000000,6897000000,225134000,4999000000,0.51,1.46%,82.45%,N/L,N/L,N/L,N/L,N/L,2025-07-17
TRVG,Trivago NV ADR,Internet - Services,Computers and Technology,267870000,55.71,1.36,0.33%,0.52%,0,65.519997,122770000,-28260000,-32320000,70307000,-25640000,1.39,6.50%,4.50%,N/L,N/L,N/L,N/L,N/L,2025-08-05
TRVI,Trevi Therapeutics Inc,Medical - Biomedical,Medical,923096000,0,7.87,-52.52%,-58.41%,0,N/A,888996000,-50940000,-51090000,117293000,-47910000,0.46,18.30%,95.76%,N/L,N/L,N/L,N/L,N/L,2025-08-14
TSAT,Telesat Corp Cl A,Satellite Communication,Computers and Technology,356030000,0,0.21,-2.60%,-6.83%,1.37,N/A,2213040000,125970000,24810000,13641000,-64020000,2.1,40.60%,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-13
TSCO,Tractor Supply Company,Retail - Misc & Diversified,Retail-Wholesale,31456944000,29.12,12.63,10.73%,46.83%,0.93,20.469999,33037424000,2363650000,1916490000,530203000,1101240000,0.75,0.65%,98.72%,N/L,N/L,N/L,N/L,N/L,2025-07-24
TSEM,Tower Semiconductor,Electronics - Semiconductors,Computers and Technology,5210991000,26.17,1.93,6.62%,7.73%,0.06,11.03,5119921000,456510000,190230000,110825000,207860000,0.79,1.00%,70.51%,N/L,N/L,N/L,N/L,N/L,2025-08-04
TSHA,Taysha Gene Therapies Inc,Medical - Generic Drugs,Medical,568854000,0,9.65,-50.09%,-104.94%,0.77,N/A,473304000,-82460000,-83710000,214662000,-89300000,0.97,3.78%,77.70%,N/L,N/L,N/L,N/L,N/L,2025-08-11
TSLA,Tesla Inc,Auto - Domestic,Auto-Tires-Trucks,1018015360000,179.59,12.6,4.79%,7.98%,0.03,78.82,1001939328000,11672000000,6304000000,3220956000,7130000000,2.39,20.70%,66.20%,N/L,N/L,N/L,N/L,N/L,2025-07-23
TSLX,Sixth Street Specialty Lending Inc,Finance - SBIC & Commercial,Finance,2297420000,10.43,1.43,6.22%,13.60%,1.15,11.28,4171230000,216020000,228600000,93964000,220020000,0.83,3.22%,70.25%,N/L,N/L,N/L,N/L,N/L,2025-07-30
TSM,Taiwan Semiconductor ADR,Semi Fab Foundries,Computers and Technology,1273815936000,27.55,8.96,22.29%,34.53%,0.23,22.1,1239984128000,60532200000,35920700000,5186547000,35327200000,1.29,1.11%,16.51%,N/L,N/L,N/L,N/L,N/L,2025-07-17
TSN,Tyson Foods,Food - Meat Products,Consumer Staples,19215262000,14.03,1.04,3.70%,7.43%,0.49,7.68,27285262000,2946000000,1546000000,356234000,800000000,0.59,2.03%,67.00%,N/L,N/L,N/L,N/L,N/L,2025-08-04
TSSI,Tss Inc,Engineering & R&D Services,Industrial Products,724329000,74.86,71.800003,11.68%,121.89%,0.87,97.75,709309000,13720000,13110000,25020000,5980000,1.66,18.94%,0.00%,N/L,N/L,N/L,N/L,N/L,2025-08-13
TT,Trane Technologies Plc,Building Prdcts - Air Heating,Construction,105280112000,39.36,13.7,13.13%,36.10%,0.63,35.32,108460312000,4064600000,3685200000,223018000,2567900000,1.15,0.38%,82.97%,N/L,N/L,N/L,N/L,N/L,2025-07-30
TTAN,Servicetitan Inc Cl A,Internet - Software,Computers and Technology,10603066000,0,7.31,0.00%,0.00%,0.07,N/A,10265636000,-55000000,-147020000,90671000,-239090000,N/A,51.72%,N/A,N/L,N/L,N/L,N/L,N/L,2025-06-05
TTD,Trade Desk Inc,Internet - Services,Computers and Technology,42332556000,103.66,15.37,7.33%,15.41%,0,87.75,40963096000,540450000,452960000,491439000,393080000,1.36,9.74%,67.77%,N/L,N/L,N/L,N/L,N/L,2025-08-07
TTE,Totalenergies Se ADR,Oil - Refining and Marketing,Oils-Energy,145467232000,8.59,1.2,5.66%,13.57%,0.49,4.62,173180224000,48565000000,35458000000,2397680000,15758000000,0.57,N/A,16.53%,N/L,N/L,N/L,N/L,N/L,2025-07-24
TTEC,Teletech Hlds,Technology Services,Business Services,251602000,13.2,0.9,1.04%,6.44%,3.42,2.16,1141612000,25440000,-76530000,47833000,-320970000,1.26,59.20%,38.03%,N/L,N/L,N/L,N/L,N/L,2025-08-07
TTEK,Tetra Tech Inc,Pollution Controls,Industrial Products,10092164000,27.77,6.41,9.47%,23.31%,0.64,22.950001,10672104000,531350000,426520000,263503000,333380000,0.94,0.40%,93.89%,N/L,N/L,N/L,N/L,N/L,2025-07-30
TTI,Tetra Technologies,Oil - Field Services,Oils-Energy,495032000,15.67,1.84,5.44%,14.49%,0.66,8.38,637522000,96970000,59860000,133073000,108280000,1.37,5.83%,70.19%,N/L,N/L,N/L,N/L,N/L,2025-07-29
TTMI,TTM Technologies,Electronics - Misc Components,Computers and Technology,4602822000,27.5,2.83,4.89%,10.75%,0.58,15.01,5017052000,365010000,212840000,101630000,56300000,1.46,1.30%,95.79%,N/L,N/L,N/L,N/L,N/L,2025-07-30
TTWO,Take-Two Interactive,Gaming,Consumer Discretionary,39876272000,219.17,18.700001,1.53%,3.74%,1.71,7.91,42066372000,4339000000,-616500000,177425000,-4478900000,1.03,1.45%,95.46%,N/L,N/L,N/L,N/L,N/L,2025-08-07
TU,Telus Corp,Diversified Comm Services,Utilities,25101498000,22.03,2.14,2.67%,9.11%,1.71,6.1,45524948000,7937570000,4992100000,1525000000,724690000,0.73,0.09%,49.40%,N/L,N/L,N/L,N/L,N/L,2025-08-01
TUYA,Tuya Inc ADR,Internet - Software,Computers and Technology,1337598000,63,1.37,2.00%,2.22%,0,147.110001,684218000,-31100000,-32700000,539354000,5000000,0.46,2.10%,11.47%,N/L,N/L,N/L,N/L,N/L,2025-08-25
TW,Tradeweb Markets Inc,Finance - Investment Brokers,Finance,32867382000,45.1,5,10.02%,11.52%,0,35.700001,31526082000,1167810000,947810000,236439000,501510000,0.84,0.20%,99.48%,N/L,N/L,N/L,N/L,N/L,2025-07-30
TWLO,Twilio,Internet - Software,Computers and Technology,20009454000,118.62,2.51,1.84%,2.25%,0.12,53.650002,20578744000,272270000,12880000,152674000,-109400000,1.3,0.21%,84.27%,N/L,N/L,N/L,N/L,N/L,2025-08-07
TWO,Two Harbors Invt Corp,REIT - Mortgage Trusts,Finance,1087061000,14.05,0.7,0.97%,8.06%,5.09,8.91,9956351000,148220000,130390000,104025000,298170000,1.26,0.70%,64.19%,N/L,N/L,N/L,N/L,N/L,2025-07-28
TXG,10X Genomics Inc,Medical Information Systems,Medical,1737421000,0,2.38,-18.02%,-23.22%,0,N/A,1393351000,-128690000,-172400000,123134000,-182630000,2.03,9.39%,84.68%,N/L,N/L,N/L,N/L,N/L,2025-08-07
TXN,Texas Instruments,Semi General,Computers and Technology,168058240000,34.01,10.28,14.45%,30.10%,0.78,26.5,178454240000,7083000000,5503000000,908472000,4799000000,1.03,0.57%,84.99%,N/L,N/L,N/L,N/L,N/L,2025-07-22
TXO,Txo Partners L.P.,E&P MLP,Oils-Energy,638308000,25.2,1.06,2.41%,3.89%,0.28,8.15,788098000,102590000,50180000,41368000,23500000,0.09,N/A,27.44%,N/L,N/L,N/L,N/L,N/L,2025-08-05
TXRH,Texas Roadhouse Inc,Retail - Restaurants,Retail-Wholesale,12481585000,28.42,8.76,14.28%,32.33%,0,20.049999,12236355000,881740000,703580000,66342000,433590000,0.87,0.50%,94.82%,N/L,N/L,N/L,N/L,N/L,2025-08-07
TXT,Textron Inc,Aerospace - Defense,Aerospace,14352850000,14.53,1.97,6.12%,14.26%,0.51,10.54,16499850000,1727000000,1345000000,180539000,824000000,1.17,1.70%,86.03%,N/L,N/L,N/L,N/L,N/L,2025-07-24
U,Unity Software Inc,Internet - Software,Computers and Technology,13622325000,0,4.34,-6.73%,-14.12%,0,N/A,12335285000,-99180000,-508160000,415695000,-664110000,2.29,3.61%,73.46%,N/L,N/L,N/L,N/L,N/L,2025-08-06
UAA,Under Armour,Textile - Apparel,Consumer Staples,3163755000,23.13,1.63,2.95%,7.04%,0.31,11.28,3257525000,-47100000,-185220000,429858000,-201270000,1.61,15.60%,34.58%,N/L,N/L,N/L,N/L,N/L,2025-08-08
UAL,United Airlines Holdings Inc,Transportation - Airline,Transportation,29495222000,7.89,2.17,5.03%,30.09%,0.46,4.57,24179222000,10893000000,7965000000,323732000,3149000000,1.42,0.71%,69.69%,N/L,N/L,N/L,N/L,N/L,2025-07-16
UAMY,U S Antimony Corp,Mining - Non Ferrous,Basic Materials,398988000,0,12.67,-3.37%,-4.00%,0.01,N/A,381158000,-800000,-1960000,119101000,-1730000,0,4.20%,9.49%,N/L,N/L,N/L,N/L,N/L,2025-08-08
UBER,Uber Technologies Inc,Internet - Services,Computers and Technology,190902720000,15.91,8.33,25.50%,66.46%,0.37,18.059999,192904720000,5284000000,4547000000,2091168000,9856000000,1.4,3.84%,80.24%,N/L,N/L,N/L,N/L,N/L,2025-08-06
UBS,UBS Group Ag ADR,Banks - Foreign,Finance,123158816000,25.3,1.4,0.32%,5.82%,3.72,13.79,177998816000,29400000000,25602000000,3206426000,5086000000,1.15,1.00%,0.00%,N/L,N/L,N/L,N/L,N/L,2025-07-30
UCTT,Ultra Clean Holdings,Electrical - Manufacturing,Computers and Technology,1081770000,20.97,1.14,2.65%,5.50%,0.51,8.33,1260370000,165900000,86800000,45149000,23700000,2.07,1.90%,96.06%,N/L,N/L,N/L,N/L,N/L,2025-07-28
UDMY,Udemy Inc,Internet - Software,Computers and Technology,1108046000,0,4.96,-7.68%,-22.68%,0,52.860001,917356000,13990000,-71090000,148731000,-85290000,1.77,2.10%,79.48%,N/L,N/L,N/L,N/L,N/L,2025-07-30
UDR,United Dominion Realty Trust,REIT - Equity Trust Resident,Finance,13387671000,16.33,4.08,1.18%,3.73%,1.74,17.030001,20239762000,1712240000,1016770000,331296000,89590000,0.82,3.39%,97.82%,N/L,N/L,N/L,N/L,N/L,2025-07-30
UEC,Uranium Energy,Mining - Misc,Basic Materials,3959150000,0,4.36,-6.24%,-7.03%,0,N/A,3871620000,-44800000,-46980000,444349000,-29220000,1.42,2.00%,62.28%,N/L,N/L,N/L,N/L,N/L,2025-06-06
UFI,Unifi Inc,Textile - Products,Industrial Products,86848000,0,0.38,-9.04%,-16.67%,0.61,N/A,190108000,2210000,-25460000,18361000,-47400000,0.54,17.85%,67.67%,N/L,N/L,N/L,N/L,N/L,2025-08-20
UGI,Ugi Corp,Utility - Gas Distribution,Utilities,7726309000,10.3,1.53,4.93%,16.21%,1.4,5.48,14641309000,2501000000,1755000000,214441000,269000000,1.05,0.73%,82.34%,N/L,N/L,N/L,N/L,N/L,2025-08-06
UHS,Universal Health Services,Medical - Hospitals,Medical,10114310000,8.74,1.47,8.27%,17.79%,0.68,5.84,14506160000,2924880000,2340050000,65002000,1142100000,1.28,16.40%,86.05%,N/L,N/L,N/L,N/L,N/L,2025-07-28
UL,Unilever Plc ADR,Consumer Prdts - Misc Staple,Consumer Staples,148272928000,0,6.2,0.00%,0.00%,0,15.13,141633152000,12072990000,0,2453631000,6215580000,0.41,1.00%,9.67%,N/L,N/L,N/L,N/L,N/L,2025-07-31
ULCC,Frontier Group Holdings Inc,Transportation - Airline,Transportation,1006721000,33.62,1.75,0.51%,5.53%,0.95,7.82,799721000,192000000,119000000,227765000,85000000,2.6,48.00%,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-05
ULTA,Ulta Beauty Inc,Retail - Misc & Diversified,Retail-Wholesale,23144940000,20.06,9.5,20.15%,49.73%,0,16.219999,22441740000,1832840000,1565800000,44946000,1201120000,1.08,0.17%,90.39%,N/L,N/L,N/L,N/L,N/L,2025-09-04
UMAC,Unusual Machines Inc,Technology Services,Business Services,331351000,0,12.04,-38.12%,-45.31%,0,39.209999,327591000,1140000,-9010000,30288000,-31980000,23.28,22.20%,0.00%,N/L,N/L,N/L,N/L,N/L,2025-08-13
UMC,United Microelectronics Corp ADR,Electronics - Semiconductors,Computers and Technology,18338644000,13.56,1.55,7.81%,12.10%,0.13,6.38,17089734000,2943920000,1500600000,2512143000,1487630000,1.14,8.00%,5.05%,N/L,N/L,N/L,N/L,N/L,2025-07-30
UNFI,United Nat Foods,Food - Misc & Diversified,Consumer Staples,1708567000,33.16,1.03,0.66%,3.13%,1.21,4.99,3760567000,368000000,49000000,60566000,-112000000,0.82,2.10%,87.63%,N/L,N/L,N/L,N/L,N/L,2025-06-10
UNH,Unitedhealth Group Inc,Medical - HMO,Medical,254960784000,9.96,2.52,8.67%,26.29%,0.71,8.6,306330784000,41737000000,37638000000,907140000,14405000000,0.45,0.28%,87.86%,N/L,N/L,N/L,N/L,N/L,2025-07-29
UNIT,Uniti Group Inc,REIT - Equity Trust Other,Finance,1423628000,4.22,N/A,1.23%,-2.60%,-0.01,3.25,1256968000,1228300000,890750000,245453000,93410000,1.46,2.68%,87.51%,N/L,N/L,N/L,N/L,N/L,2025-08-05
UNP,Union Pacific Corp,Transportation - Rail,Transportation,134276768000,19.36,8.1,10.08%,41.73%,2.05,14.62,164452768000,14524000000,12126000000,597476000,6747000000,1.05,0.28%,80.38%,N/L,N/L,N/L,N/L,N/L,2025-07-24
UPB,Upstream Bio Inc,Medical - Biomedical,Medical,733212000,0,1.61,0.00%,0.00%,0,N/A,407322000,-76870000,-75300000,53794000,-62810000,N/A,13.56%,N/A,N/L,N/L,N/L,N/L,N/L,2025-08-05
UPBD,Upbound Group Inc,Finance - Leasing Companies,Finance,1450276000,6.23,2.14,8.39%,36.30%,2.26,0.84,2699036000,1768420000,342150000,57826000,123480000,1.74,2.60%,90.30%,N/L,N/L,N/L,N/L,N/L,2025-07-31
UPS,United Parcel Service,Transportation - Air Freight,Transportation,87694400000,13.16,5.54,9.65%,40.15%,1.36,8.56,102866400000,15753000000,12144000000,846798000,5782000000,1.21,0.13%,60.26%,N/L,N/L,N/L,N/L,N/L,2025-07-29
UPST,Upstart Holdings Inc,Finance - Misc Services,Finance,7947461000,0,11.63,-4.60%,-15.27%,1.97,N/A,8373371000,-89340000,-109890000,95145000,-128580000,2.37,16.67%,63.01%,N/L,N/L,N/L,N/L,N/L,2025-08-05
UPWK,Upwork Inc,Internet - Services,Computers and Technology,1725145000,7.92,3.02,20.77%,48.38%,0.6,7.92,1777315000,98420000,90840000,131590000,215590000,1.38,7.50%,77.71%,N/L,N/L,N/L,N/L,N/L,2025-08-06
UPXI,Upexi Inc,Technology Services,Business Services,546002000,0,4.94,-122.94%,-535.19%,0.15,N/A,546402000,-7740000,-20520000,89362000,-23660000,-0.58,31.60%,5.68%,N/L,N/L,N/L,N/L,N/L,2025-07-08
URBN,Urban Outfitters Inc,Retail - Apparel & Shoes,Retail-Wholesale,6777831000,16.16,2.8,9.64%,17.98%,0,13.56,6487351000,642800000,527370000,89642000,402460000,1.44,31.60%,77.61%,N/L,N/L,N/L,N/L,N/L,2025-08-20
URGN,Urogen Pharma Ltd,Medical - Biomedical,Medical,875509000,0,N/A,-49.57%,0.00%,-2.63,N/A,824179000,-110520000,-107960000,46201000,-126870000,1.02,5.10%,91.29%,N/L,N/L,N/L,N/L,N/L,2025-08-12
URI,United Rentals,Building & Construction - Misc,Construction,57263496000,20.49,6.23,9.85%,32.01%,1.47,9.87,70212496000,7382000000,4464000000,64341000,2575000000,1.69,0.53%,96.26%,N/L,N/L,N/L,N/L,N/L,2025-07-23
UROY,Uranium Royalty Corp,Other Alt Energy,Oils-Energy,414272000,0,1.93,-1.93%,-1.97%,0,N/A,404912000,-3360000,-3450000,133636000,-4060000,1.31,N/A,24.19%,N/L,N/L,N/L,N/L,N/L,2025-09-11
USAC,USA Compression Partners LP,Oil Field Machinery & Equip,Oils-Energy,2887814000,35.47,N/A,3.58%,-81.01%,-213.12,7.92,5559174000,842360000,568860000,117582000,99580000,0.38,N/A,47.77%,N/L,N/L,N/L,N/L,N/L,2025-08-06
USAR,USA Rare Earth Inc,Mining - Misc,Basic Materials,1091861000,0,N/A,2.58%,-16.58%,0,9.73,1091861000,-12370000,-12370000,90837000,7900000,0.64,46.60%,0.00%,N/L,N/L,N/L,N/L,N/L,2025-08-11
USAU,U.S. Gold Corp,Mining - Gold,Basic Materials,159701000,0,7.94,-54.15%,-79.36%,0,N/A,154131000,-10790000,-11110000,13875000,-6900000,1.33,11.09%,6.64%,N/L,N/L,N/L,N/L,N/L,2025-08-04
USB,U.S. Bancorp,Banks - Major Regional,Finance,72167808000,10.86,1.3,1.02%,13.08%,1.03,9.53,80475808000,13884000000,12945000000,1558027000,6299000000,0.99,0.23%,77.60%,N/L,N/L,N/L,N/L,N/L,2025-07-17
USFD,US Foods Holding,Food - Misc & Diversified,Consumer Staples,19030852000,27,4.09,5.39%,15.58%,1.04,16.33,23899852000,1605000000,1158000000,231350000,494000000,1.41,0.60%,98.76%,N/L,N/L,N/L,N/L,N/L,2025-08-07
USM,United States Cellular Corp,Wireless National,Utilities,6284900000,99.31,1.32,0.60%,1.36%,0.62,8.35,9015900000,1306000000,641000000,85000000,-39000000,0.35,1.00%,18.03%,N/L,N/L,N/L,N/L,N/L,2025-08-11
UTHR,United Therapeutic,Medical - Drugs,Medical,13735079000,12.23,2.03,16.73%,19.33%,0.03,10.79,12337879000,1476000000,1403500000,45107000,1195100000,0.53,10.30%,94.08%,N/L,N/L,N/L,N/L,N/L,2025-07-30
UTI,Universal Technical Institute Inc,Schools,Consumer Discretionary,1715965000,30.32,5.83,7.85%,21.40%,0.32,18.209999,1674205000,128990000,77800000,54406000,42000000,1.58,15.10%,75.67%,N/L,N/L,N/L,N/L,N/L,2025-08-06
UUUU,Energy Fuels Inc,Mining - Non Ferrous,Basic Materials,1988657000,0,3.66,-15.04%,-16.56%,0,N/A,1950057000,-72590000,-75720000,198667000,-47770000,1.68,1.77%,48.24%,N/L,N/L,N/L,N/L,N/L,2025-08-06
UVE,Universal Insurance Holdings Inc,Insurance - Proprty & Casualty,Finance,645365000,11.31,1.65,2.32%,15.94%,0.24,11.12,484525000,109640000,99060000,28145000,58930000,0.86,16.60%,66.61%,N/L,N/L,N/L,N/L,N/L,2025-07-24
UWMC,Uwm Hldg Corp,Finance - Mortgage & Rel Svs,Finance,6828589000,0,4.28,-0.55%,-3.86%,6.54,22.870001,18394968000,489480000,440700000,1599201000,14400000,1.68,87.50%,53.59%,N/L,N/L,N/L,N/L,N/L,2025-08-07
V,Visa Inc,Financial Transaction Services,Business Services,658795968000,33.27,17.58,22.94%,56.28%,0.55,30.700001,665598976000,26115000000,25081000000,1845160000,19743000000,0.92,0.13%,82.15%,N/L,N/L,N/L,N/L,N/L,2025-07-29
VAL,Valaris Ltd,Oil & Gas - Drilling,Oils-Energy,3588274000,11.9,1.63,7.06%,14.14%,0.49,7.28,4290474000,716500000,594400000,71069000,373400000,1.15,0.73%,96.74%,N/L,N/L,N/L,N/L,N/L,2025-07-31
